repo,commit_id,cve_id
https://github.com/openmrs/openmrs-module-htmlformentry,a4a4d16783d1f38a8b2b10f58f9f28ea154cd834,
https://github.com/hmcts/ccd-data-store-api,9ead2d92386e2e23acd44c3d8f67cfdf7261697f,
https://github.com/cloudfoundry/uaa,6ed7dc22beafeaa054713e63125044332729baa,CVE-2016-6651
https://github.com/igniterealtime/Smack,059ee99ba0d5ff7758829acf5a9aeede09ec820b,CVE-2016-10027
https://github.com/jenkinsci/jenkins,9de62915807deab61d6e780eed660428f9889b51,CVE-2018-6356
https://github.com/dom4j/dom4j,70319ca36878de8d7e52b35028c832399257138b,CVE-2018-1000632
https://github.com/cloudfoundry/uaa,6bf1c0ae1abc9aaba957708e0b2dfb6a70aab826,CVE-2016-4468
https://github.com/spring-projects/spring-data-rest,e744c1c94fadfc7e468ee1d286476e2ceb515e80,
https://github.com/apache/hadoop,99ccd842d8c0e13705f6b8255d80f06775d4b937,
https://github.com/apache/camel,ccf149c76bf37adc5977dc626e141a14e60b5ae,CVE-2016-8749
https://github.com/blynkkk/blynk-server,9b5117aa81191db7b63fb1b1c1a8f4702e4e7ba5,CVE-2018-17785
https://github.com/apache/camel,8afc5d1757795fde715902067360af5d90f046d,CVE-2018-8027
https://github.com/hmcts/ccd-data-store-api,3310d47146cd9f2f7bf43c9b546378e1176974b6,
https://github.com/dotCMS/core,897f3632d7e471b7a73aabed5b19f6f53d4e5562,CVE-2016-2355
https://github.com/jooby-project/jooby,ea2060f5ae7368a693f2099878ec24410aa75d77,
https://github.com/FasterXML/jackson-databind,05d7e0e13f43e12db6a51726df12c8b4d8040676,CVE-2020-10968
https://github.com/jenkinsci/jenkins,b2083a387a5bdb6f7ee7f7c81a1f6312aca2a558,CVE-2017-1000400
https://github.com/netty/netty,e24e06bfcb8114270d46572cf96af49be76237b1,
https://github.com/apache/syncope,46864183920323eb5e64780919455dd880585d8d,
https://github.com/apache/struts,a89bbe22cd2461748d595a89a254de888a415e6c,CVE-2016-4003
https://github.com/theonedev/onedev,0df578ad840cba284f326325a5dedc82fce7c529,
https://github.com/cloudfoundry/uaa,a1d523c7f150e56bf06df8b83ed1d416d6c1d3b,CVE-2018-11047
https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,CVE-2016-1000342
https://github.com/apache/ambari,e9c8b2660910c8f07ac78c4e60ef517a7d02f1c7,
https://github.com/javaserverfaces/mojarra,ae1c234d0a6750822ac69d4ae26d90e3571f27fe,CVE-2019-17091
https://github.com/apache/kafka,47c2753496875db2849065ad91ee03c7c842c8e,CVE-2017-12610
https://github.com/apache/tomcat80,c806b2fc6b04ca4e928b3467d94f30f20c820d9d,
https://github.com/apache/camel,94330f99acb6f28155793b253de9956c3798f3bb,CVE-2015-5348
https://github.com/apache/hive,209096a71b25a3d75dca1930f825c8c10b99d2b9,
https://github.com/apache/nifi,e62aa0252dfcf34dff0c3a9c51265b1d0f9dfc9f,CVE-2018-17193
https://github.com/bcgit/bc-java,50a53068c094d6cff37659da33c9b4505becd389,CVE-2016-1000343
https://github.com/apache/tomcat80,ee627412570268df47a075f5d4dc5f7debf39fad,
https://github.com/bcgit/bc-java,1127131c89021612c6eefa26dbe5714c194e7495,CVE-2016-1000346
https://github.com/apache/camel,5ae9c0dcc4843347cd01ffb58ce5dd0687755a1,CVE-2016-8749
https://github.com/apache/syncope,ad31479c1c543ac7d26b8c882aa14f6c00c1fd0,CVE-2018-1321
https://github.com/yahoo/elide,1c22884f2f80b84fb2ffd3948604f204bf33b69d,CVE-2020-5289
https://github.com/apache/camel,c6de749e9b3c7b61861c5480e91550290585224,CVE-2014-0003
https://github.com/joniles/mpxj,0d830e8cbe5213968abb1bcb1c816ca2ee00aa53,
https://github.com/dropwizard/dropwizard,d5a512f7abf965275f2a6b913ac4fe778e424242,CVE-2020-11002
https://github.com/cloudfoundry/uaa,eb3f86054489039e11eabd54a8ec9a46c22abfc,CVE-2017-4991
https://github.com/FasterXML/jackson-modules-java8,7de5c8dcd7e2f59f4f5a0c6c9b92cc9e785f9eac,CVE-2018-1000873
https://github.com/hibernate/hibernate-validator,0778a5c98b817771a645c6f4ba0b28dd8b5437b,CVE-2017-7536
https://github.com/apache/hive,b0a58d245875dc1b3ac58a7cf1a61d3b17805e96,CVE-2018-1284
https://github.com/joniles/mpxj,c3e457f7a16facfe563eade82b0fa8736a8c96f9,CVE-2020-25020
https://github.com/FasterXML/jackson-databind,54aa38d87dcffa5ccc23e64922e9536c82c1b9c8,CVE-2019-16942
https://github.com/keycloak/keycloak,d5483d884de797e2ef6e69f92085bc10bf87e864,CVE-2020-1714
https://github.com/apache/camel,af3f54de35a90a5a49a4af4622e8bd1011bf5ec,CVE-2016-8749
https://github.com/AdoptOpenJDK/IcedTea-Web,a290bc38faded60899cf48397455a41942862f69,
https://github.com/FasterXML/jackson-databind,41b8bdb5ccc1d8edb71acf1c8234da235a24249d,CVE-2020-35490
https://github.com/FasterXML/jackson-databind,3c95106be3b80ae59bf91824cc4de683d37b3d64,
https://github.com/cloudfoundry/uaa,b384a650a122e42d75e8cbb5624d0274a65cd848,CVE-2016-4468
https://github.com/apache/geode,49d28f93fd2ef069693ce15d124ef3a29f22fb7d,CVE-2017-15695
https://github.com/RadarCOVID/radar-covid-backend-dp3t-server,c37f81636250892670750e3989139fd76d4beffe,CVE-2020-26230
https://github.com/cloudfoundry/uaa,5eab756eaf4bb397302f00fbd0273f2470009d38,CVE-2017-4960
https://github.com/miltonio/milton2,b17783b32403c3b3a3b68e991128c6914be99ae4,
https://github.com/SonarSource/sonarqube,56826fb52dbddbe6166f7a1e80065bddc7fd254a,
https://github.com/apache/geode,80ad2d70435fb255a8a2d08c8866fbb30a7bedd3,GEODE-4270
https://github.com/jenkinsci/jenkins,fbf96734470caba9364f04e0b77b0bae7293a1ec,CVE-2014-2064
https://github.com/miltonio/milton2,5fe53f7cca250a23fbdd30cf708ff451ec766632,
https://github.com/ratpack/ratpack,f2b63eb82dd71194319fd3945f5edf29b8f3a42d,CVE-2019-11808
https://github.com/spring-projects/spring-security,934937d9c1dc20c396b96c08310b72cfa627acb,CVE-2014-3527
https://github.com/apache/hive,1a1d6ca1bc3ae840238dc345fa1eb2c7c28c8cb,CVE-2018-11777
https://github.com/lingochamp/FileDownloader,ff240b883490a84744705f9b4165719d7633f902,CVE-2018-11248
https://github.com/apache/tomcat80,65ed69d96a101dfa99eea2cfe17e9e87b310084c,
https://github.com/apache/tomcat80,493ba610a8973efec6e5ca5c02d8cc9c323d4d5f,
https://github.com/apache/hive,c3d7083b7605d1753946c4c4411e3a3241ea7ffe,
https://github.com/hibernate/hibernate-validator,67fdff14831c035c25e098fe14bd86523d17f726,CVE-2014-3558
https://github.com/FasterXML/jackson-databind,72cd4025a229fb28ec133235003dd4616f70afaa,CVE-2018-19360
https://github.com/gradle/gradle,ed8c3d1f8cb1c27cf2fa40f8ac87e7a03b59913b,CVE-2019-15052
https://github.com/hmcts/ccd-data-store-api,1bfc0865adc859427b096ebd073dc4141ce4b56b,
https://github.com/FasterXML/jackson-databind,b59b611f82c546c13753421f79103c6f6e584606,CVE-2020-25649
https://github.com/inversoft/prime-jwt,abb0d479389a2509f939452a6767dc424bb5e6ba,CVE-2018-1000531
https://github.com/cloudfoundry/uaa,9730cd6a3bbb481ee4e400b51952b537589c469d,CVE-2015-5171
https://github.com/spring-projects/spring-security,3b89754926b1322fc606ecfe5652dc455ea594fc,
https://github.com/apache/ranger,8618870d1b4acfae4114dd247a362cfa8493ab9,CVE-2016-2174
https://github.com/AsyncHttpClient/async-http-client,db6716ad2f10f5c2d5124904725017b2ba8c3434,CVE-2013-7398
https://github.com/apache/camel,7d19340bcdb42f7aae584d9c5003ac4f7ddaee36,CVE-2015-0263
https://github.com/bcgit/bc-java,21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35,CVE-2016-1000345
https://github.com/keycloak/keycloak,d962a42f561acf3cb9b0734ae56cfbb4a696bdf4,CVE-2020-1714
